0	7	1
0	89	1
0	6	1
0	66	1
0	81	1
1	13	1
1	38	1
1	50	1
1	56	1
1	71	1
1	89	1
1	99	1
1	41	1
1	23	1
2	35	1
2	38	1
2	90	1
2	82	1
3	16	1
3	32	1
3	57	1
3	18	1
4	54	1
4	76	1
4	10	1
5	35	1
5	38	1
5	61	1
5	70	1
5	76	1
5	91	1
5	96	1
5	99	1
5	14	1
5	39	1
5	81	1
5	74	1
6	8	1
6	12	1
6	19	1
6	32	1
6	53	1
6	10	1
6	90	1
6	93	1
7	8	1
7	68	1
7	40	1
7	93	1
7	16	1
7	59	1
7	85	1
7	9	1
7	11	1
7	83	1
7	76	1
7	35	1
7	87	1
7	50	1
7	38	1
7	13	1
7	43	1
7	36	1
7	81	1
7	99	1
7	61	1
7	19	1
8	41	1
8	25	1
8	49	1
8	38	1
8	24	1
8	97	1
8	86	1
9	42	1
9	61	1
9	12	1
9	28	1
9	78	1
9	24	1
10	12	1
10	35	1
10	38	1
10	53	1
10	54	1
10	56	1
10	62	1
10	76	1
10	24	1
10	34	1
10	67	1
11	13	1
11	16	1
11	19	1
11	32	1
11	38	1
11	42	1
11	49	1
11	71	1
11	96	1
11	75	1
11	81	1
11	97	1
11	58	1
11	25	1
11	24	1
12	62	1
12	84	1
12	95	1
12	54	1
12	61	1
12	19	1
12	26	1
12	50	1
12	85	1
12	49	1
12	60	1
12	35	1
12	18	1
12	30	1
12	97	1
12	92	1
12	42	1
12	25	1
12	58	1
13	35	1
13	36	1
13	28	1
13	90	1
13	99	1
13	56	1
13	38	1
13	32	1
13	80	1
13	16	1
13	57	1
13	19	1
13	26	1
13	81	1
13	83	1
13	64	1
13	53	1
13	34	1
14	42	1
14	56	1
14	89	1
14	41	1
14	68	1
14	85	1
14	51	1
14	43	1
15	71	1
15	83	1
15	36	1
15	19	1
15	74	1
15	87	1
15	42	1
15	40	1
16	85	1
16	28	1
16	57	1
16	79	1
16	62	1
16	23	1
16	24	1
16	38	1
16	50	1
16	42	1
16	77	1
16	56	1
17	38	1
17	76	1
17	48	1
18	35	1
18	38	1
18	56	1
18	57	1
18	65	1
18	86	1
18	41	1
18	47	1
19	71	1
19	74	1
19	76	1
19	86	1
19	40	1
19	68	1
19	48	1
19	91	1
19	24	1
19	25	1
19	46	1
19	49	1
19	50	1
19	29	1
19	36	1
19	61	1
19	85	1
19	53	1
19	41	1
19	28	1
19	94	1
19	38	1
19	89	1
19	70	1
19	33	1
19	42	1
19	32	1
19	35	1
19	80	1
19	22	1
19	83	1
19	78	1
20	86	1
20	21	1
20	41	1
22	42	1
22	61	1
23	49	1
23	50	1
23	53	1
23	62	1
23	71	1
23	26	1
23	73	1
23	67	1
24	30	1
24	32	1
24	35	1
24	38	1
24	42	1
24	46	1
24	49	1
24	50	1
24	61	1
24	76	1
24	79	1
24	83	1
24	89	1
24	96	1
24	99	1
24	78	1
24	40	1
24	81	1
24	97	1
24	87	1
24	93	1
24	98	1
24	85	1
24	68	1
25	60	1
25	96	1
25	99	1
25	93	1
25	39	1
26	32	1
26	38	1
26	53	1
26	62	1
26	75	1
27	30	1
27	49	1
27	50	1
27	87	1
28	49	1
28	57	1
28	38	1
28	90	1
28	56	1
28	91	1
28	99	1
29	50	1
29	62	1
29	41	1
29	45	1
30	87	1
30	42	1
30	36	1
30	97	1
30	61	1
30	83	1
31	32	1
31	49	1
31	50	1
31	38	1
32	77	1
32	35	1
32	53	1
32	61	1
32	93	1
32	38	1
32	72	1
32	41	1
33	36	1
33	38	1
33	56	1
33	76	1
33	99	1
33	41	1
33	85	1
33	45	1
34	57	1
35	86	1
35	46	1
35	53	1
35	62	1
35	76	1
35	42	1
35	71	1
35	47	1
35	69	1
35	88	1
35	97	1
35	56	1
35	78	1
35	59	1
35	50	1
35	61	1
35	36	1
35	83	1
35	38	1
35	41	1
35	89	1
36	71	1
36	83	1
36	53	1
36	38	1
36	42	1
36	52	1
36	65	1
36	87	1
36	74	1
36	97	1
37	93	1
38	46	1
38	57	1
38	41	1
38	56	1
38	79	1
38	75	1
38	77	1
38	54	1
38	99	1
38	59	1
38	53	1
38	76	1
38	91	1
38	47	1
38	81	1
38	71	1
38	49	1
38	62	1
38	50	1
38	72	1
38	92	1
38	83	1
39	61	1
40	42	1
40	61	1
40	83	1
40	89	1
41	46	1
41	53	1
