0	25	1
0	1	1
0	45	1
0	30	1
0	29	1
0	52	1
0	26	1
0	97	1
0	47	1
0	28	1
0	60	1
0	62	1
1	13	1
1	14	1
1	26	1
1	31	1
1	33	1
1	35	1
1	44	1
1	48	1
1	55	1
1	59	1
1	65	1
1	79	1
1	10	1
1	15	1
1	58	1
2	13	1
2	33	1
2	35	1
2	37	1
2	45	1
2	56	1
2	23	1
2	28	1
3	7	1
3	15	1
3	5	1
3	30	1
3	31	1
3	47	1
4	13	1
4	20	1
4	63	1
5	31	1
5	46	1
6	45	1
6	78	1
6	73	1
7	18	1
7	20	1
7	25	1
7	30	1
7	31	1
7	44	1
7	45	1
7	60	1
7	64	1
7	66	1
7	69	1
7	78	1
7	81	1
7	91	1
7	96	1
7	29	1
7	17	1
7	47	1
7	58	1
7	68	1
7	83	1
7	50	1
7	11	1
8	31	1
8	93	1
8	78	1
8	83	1
9	31	1
9	39	1
9	65	1
9	30	1
9	79	1
9	66	1
9	13	1
10	14	1
10	20	1
10	26	1
10	30	1
10	33	1
10	35	1
10	45	1
10	49	1
10	55	1
10	59	1
10	79	1
10	50	1
10	53	1
10	32	1
10	11	1
11	26	1
11	35	1
11	45	1
11	59	1
11	78	1
11	88	1
11	32	1
11	41	1
11	27	1
11	15	1
12	20	1
12	26	1
12	35	1
12	44	1
12	69	1
12	88	1
12	83	1
12	76	1
12	57	1
13	22	1
13	45	1
13	39	1
13	18	1
13	63	1
13	19	1
13	91	1
13	42	1
13	93	1
13	33	1
13	21	1
13	73	1
13	59	1
13	16	1
13	66	1
13	97	1
13	30	1
13	90	1
13	49	1
13	20	1
13	47	1
13	69	1
13	46	1
13	83	1
13	40	1
13	78	1
13	65	1
14	60	1
14	20	1
14	30	1
14	53	1
14	24	1
14	59	1
14	42	1
14	57	1
14	65	1
14	31	1
14	51	1
14	22	1
14	26	1
14	21	1
14	49	1
14	67	1
15	20	1
15	35	1
15	82	1
15	47	1
15	83	1
15	57	1
15	95	1
16	18	1
16	25	1
16	40	1
16	66	1
16	69	1
16	93	1
16	90	1
16	63	1
17	20	1
17	21	1
17	30	1
17	33	1
17	35	1
17	44	1
17	45	1
17	49	1
17	60	1
17	66	1
17	78	1
17	47	1
17	22	1
17	42	1
17	83	1
18	19	1
18	66	1
18	76	1
18	39	1
18	90	1
18	40	1
18	20	1
18	69	1
18	72	1
18	93	1
19	69	1
19	97	1
19	94	1
19	90	1
19	66	1
19	40	1
19	37	1
20	21	1
20	88	1
20	96	1
20	78	1
20	55	1
20	26	1
20	91	1
20	27	1
20	48	1
20	49	1
20	69	1
20	33	1
20	65	1
20	31	1
20	35	1
20	59	1
20	51	1
20	30	1
20	82	1
20	79	1
20	47	1
20	53	1
21	42	1
21	47	1
21	45	1
21	30	1
21	49	1
21	79	1
21	78	1
21	31	1
21	65	1
21	98	1
21	82	1
21	59	1
21	27	1
21	35	1
21	55	1
21	26	1
21	58	1
22	33	1
22	55	1
22	65	1
23	55	1
23	65	1
24	31	1
24	33	1
24	35	1
24	45	1
24	49	1
24	65	1
24	27	1
24	32	1
25	93	1
25	77	1
25	88	1
25	60	1
25	65	1
25	90	1
25	66	1
25	72	1
25	26	1
25	61	1
25	27	1
25	81	1
25	58	1
25	31	1
25	69	1
26	49	1
26	64	1
26	59	1
26	45	1
26	32	1
26	78	1
26	37	1
26	31	1
26	58	1
26	48	1
26	50	1
26	67	1
26	53	1
26	51	1
26	47	1
26	46	1
26	30	1
26	55	1
26	44	1
27	30	1
27	35	1
27	45	1
27	48	1
27	49	1
27	55	1
27	59	1
27	65	1
27	78	1
27	79	1
27	97	1
27	42	1
27	28	1
27	32	1
27	92	1
27	63	1
27	77	1
28	31	1
28	48	1
28	65	1
28	66	1
30	59	1
30	90	1
30	55	1
30	58	1
30	47	1
30	40	1
30	31	1
30	78	1
30	86	1
30	76	1
30	42	1
